table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale
public,issue_aud,relation_type,15,character varying,YES,,255.0,,
public,issue_aud,relation_related_id,16,bigint,YES,,,64.0,0.0
public,issue_aud,relation_related_name,17,character varying,YES,,255.0,,
public,issue_aud,relation_related_type,18,character varying,YES,,255.0,,
public,issue_aud,owning_facility_id,19,bigint,YES,,,64.0,0.0
public,issue_aud,created_by_id,20,bigint,YES,,,64.0,0.0
public,issue_aud,owner_id,21,bigint,YES,,,64.0,0.0
public,issue_aud,rev,22,bigint,NO,,,64.0,0.0
public,issue_aud,revend,23,bigint,YES,,,64.0,0.0
public,issue_aud,revtype,24,smallint,NO,,,16.0,0.0
public,issue_aud,created_by_user,25,character varying,YES,,50.0,,
public,issue_aud,created_date,26,timestamp without time zone,YES,now(),,,
public,issue_aud,last_modified_by,27,character varying,YES,,50.0,,
public,issue_aud,last_modified_date,28,timestamp without time zone,YES,,,,
public,issue_aud,system_id,29,bigint,YES,,,64.0,0.0
public,issue_aud,is_warranty,30,boolean,YES,,,,
public,issue_aud,recorded_on,31,timestamp without time zone,YES,,,,
public,issue_aud,closed_on,32,timestamp without time zone,YES,,,,
public,issue_aud,predefined_type,33,character varying,YES,,255.0,,
public,issue_aud,fixed_on,34,timestamp without time zone,YES,,,,
public,issue_aud,times_rejected,35,integer,YES,,,32.0,0.0
public,issue_aud,description_txt,36,text,YES,,,,
public,issue_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,issue_documents,issues_id,2,bigint,NO,,,64.0,0.0
public,issue_documents_aud,issues_id,1,bigint,NO,,,64.0,0.0
public,issue_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,issue_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,issue_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,issue_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,jhi_authority,name,1,character varying,NO,,50.0,,
public,jhi_persistent_audit_event,event_id,1,bigint,NO,,,64.0,0.0
public,jhi_persistent_audit_event,principal,2,character varying,NO,,255.0,,
public,jhi_persistent_audit_event,event_date,3,timestamp without time zone,YES,,,,
public,jhi_persistent_audit_event,event_type,4,character varying,YES,,255.0,,
public,jhi_persistent_audit_evt_data,event_id,1,bigint,NO,,,64.0,0.0
public,jhi_persistent_audit_evt_data,name,2,character varying,NO,,150.0,,
public,jhi_persistent_audit_evt_data,value,3,character varying,YES,,255.0,,
public,jhi_user,id,1,bigint,NO,,,64.0,0.0
public,jhi_user,login,2,character varying,NO,,50.0,,
public,jhi_user,password_hash,3,character varying,NO,,60.0,,
public,jhi_user,first_name,4,character varying,YES,,50.0,,
public,jhi_user,last_name,5,character varying,YES,,50.0,,
public,jhi_user,email,6,character varying,YES,,254.0,,
public,jhi_user,image_url,7,character varying,YES,,256.0,,
public,jhi_user,activated,8,boolean,NO,,,,
public,jhi_user,lang_key,9,character varying,YES,,6.0,,
public,jhi_user,activation_key,10,character varying,YES,,20.0,,
public,jhi_user,reset_key,11,character varying,YES,,20.0,,
public,jhi_user,created_by_user,12,character varying,NO,,50.0,,
public,jhi_user,created_date,13,timestamp without time zone,NO,,,,
public,jhi_user,reset_date,14,timestamp without time zone,YES,,,,
public,jhi_user,last_modified_by,15,character varying,YES,,50.0,,
public,jhi_user,last_modified_date,16,timestamp without time zone,YES,,,,
public,jhi_user_authority,user_id,1,bigint,NO,,,64.0,0.0
public,jhi_user_authority,authority_name,2,character varying,NO,,50.0,,
public,job,id,1,bigint,NO,,,64.0,0.0
public,job,name,2,character varying,NO,,255.0,,
public,job,created_on,3,timestamp without time zone,YES,,,,
public,job,category,4,character varying,YES,,255.0,,
public,job,status,5,character varying,YES,,255.0,,
public,job,duration,6,numeric,YES,,,,
public,job,jhi_start,7,timestamp without time zone,YES,,,,
public,job,frequency,8,numeric,YES,,,,
public,job,ext_system,9,character varying,YES,,255.0,,
public,job,ext_object,10,character varying,YES,,255.0,,
public,job,ext_identifier,11,character varying,YES,,255.0,,
public,job,task_number,12,numeric,YES,,,,
public,job,image_guid,13,character varying,YES,,255.0,,
public,job,owning_facility_id,14,bigint,NO,,,64.0,0.0
public,job,created_by_id,15,bigint,YES,,,64.0,0.0
public,job,duration_unit_id,16,bigint,YES,,,64.0,0.0
public,job,task_start_unit_id,17,bigint,YES,,,64.0,0.0
public,job,frequency_unit_id,18,bigint,YES,,,64.0,0.0
public,job,type_id,19,bigint,YES,,,64.0,0.0
public,job,parent_id,20,bigint,YES,,,64.0,0.0
public,job,created_by_user,21,character varying,YES,,50.0,,
public,job,created_date,22,timestamp without time zone,YES,now(),,,
public,job,last_modified_by,23,character varying,YES,,50.0,,
public,job,last_modified_date,24,timestamp without time zone,YES,,,,
public,job,jhi_version,25,bigint,YES,,,64.0,0.0
public,job,system_id,26,bigint,YES,,,64.0,0.0
public,job,predefined_type,27,character varying,YES,,255.0,,
public,job,technical_system_id,28,bigint,YES,,,64.0,0.0
public,job,model_id,29,bigint,YES,,,64.0,0.0
public,job,description_txt,30,text,YES,,,,
public,job_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,job_attributes,jobs_id,2,bigint,NO,,,64.0,0.0
public,job_attributes_aud,jobs_id,1,bigint,NO,,,64.0,0.0
public,job_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,job_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,job_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,job_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,job_aud,id,1,bigint,NO,,,64.0,0.0
public,job_aud,name,2,character varying,YES,,255.0,,
public,job_aud,created_on,3,timestamp without time zone,YES,,,,
public,job_aud,category,4,character varying,YES,,255.0,,
public,job_aud,status,5,character varying,YES,,255.0,,
public,job_aud,duration,6,numeric,YES,,,,
public,job_aud,jhi_start,7,timestamp without time zone,YES,,,,
public,job_aud,frequency,8,numeric,YES,,,,
public,job_aud,ext_system,9,character varying,YES,,255.0,,
public,job_aud,ext_object,10,character varying,YES,,255.0,,
public,job_aud,ext_identifier,11,character varying,YES,,255.0,,
public,job_aud,task_number,12,numeric,YES,,,,
public,job_aud,image_guid,13,character varying,YES,,255.0,,
public,job_aud,owning_facility_id,14,bigint,YES,,,64.0,0.0
public,job_aud,created_by_id,15,bigint,YES,,,64.0,0.0
public,job_aud,duration_unit_id,16,bigint,YES,,,64.0,0.0
public,job_aud,task_start_unit_id,17,bigint,YES,,,64.0,0.0
public,job_aud,frequency_unit_id,18,bigint,YES,,,64.0,0.0
public,job_aud,type_id,19,bigint,YES,,,64.0,0.0
public,job_aud,parent_id,20,bigint,YES,,,64.0,0.0
public,job_aud,rev,21,bigint,NO,,,64.0,0.0
public,job_aud,revend,22,bigint,YES,,,64.0,0.0
public,job_aud,revtype,23,smallint,NO,,,16.0,0.0
public,job_aud,created_by_user,24,character varying,YES,,50.0,,
public,job_aud,created_date,25,timestamp without time zone,YES,now(),,,
public,job_aud,last_modified_by,26,character varying,YES,,50.0,,
public,job_aud,last_modified_date,27,timestamp without time zone,YES,,,,
public,job_aud,system_id,28,bigint,YES,,,64.0,0.0
public,job_aud,predefined_type,29,character varying,YES,,255.0,,
public,job_aud,technical_system_id,30,bigint,YES,,,64.0,0.0
public,job_aud,description_txt,31,text,YES,,,,
public,job_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,job_documents,jobs_id,2,bigint,NO,,,64.0,0.0
public,job_documents_aud,jobs_id,1,bigint,NO,,,64.0,0.0
public,job_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,job_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,job_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,job_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,job_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,job_impacts,jobs_id,2,bigint,NO,,,64.0,0.0
public,job_impacts_aud,jobs_id,1,bigint,NO,,,64.0,0.0
public,job_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,job_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,job_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,job_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,job_resources,resources_id,1,bigint,NO,,,64.0,0.0
public,job_resources,jobs_id,2,bigint,NO,,,64.0,0.0
public,job_resources_aud,jobs_id,1,bigint,NO,,,64.0,0.0
public,job_resources_aud,resources_id,2,bigint,NO,,,64.0,0.0
public,job_resources_aud,rev,3,bigint,NO,,,64.0,0.0
public,job_resources_aud,revend,4,bigint,YES,,,64.0,0.0
public,job_resources_aud,revtype,5,smallint,YES,,,16.0,0.0
public,last_selected_viewer_object,id,1,bigint,NO,,,64.0,0.0
public,last_selected_viewer_object,entity_id,2,bigint,NO,,,64.0,0.0
public,last_selected_viewer_object,entity_type,3,character varying,NO,,255.0,,
public,last_selected_viewer_object,selected_date,4,timestamp without time zone,NO,,,,
public,last_selected_viewer_object,email,5,character varying,NO,,255.0,,
public,last_selected_viewer_object,facility_id,6,bigint,NO,,,64.0,0.0
public,last_selected_viewer_object,project_id,7,bigint,NO,,,64.0,0.0
public,localization,id,1,bigint,NO,,,64.0,0.0
public,localization,language,2,character varying,NO,,255.0,,
public,localization,name,3,character varying,YES,,255.0,,
public,localization,definition,4,text,YES,,,,
public,localization,description,5,text,YES,,,,
public,localization,example,6,character varying,YES,,255.0,,
public,localization,pick_list_value_id,7,bigint,YES,,,64.0,0.0
public,localization,property_set_id,8,bigint,YES,,,64.0,0.0
public,localization,property_id,9,bigint,YES,,,64.0,0.0
public,localization,unit_id,10,bigint,YES,,,64.0,0.0
public,localization,created_by_user,11,character varying,YES,'system@libal-tech.de'::character varying,50.0,,
public,localization,created_date,12,timestamp without time zone,YES,now(),,,
public,localization,last_modified_by,13,character varying,YES,'system@libal-tech.de'::character varying,50.0,,
public,localization,last_modified_date,14,timestamp without time zone,YES,now(),,,
public,log_event,id,1,bigint,NO,,,64.0,0.0
public,log_event,created_by_user,4,character varying,YES,,50.0,,
public,log_event,created_date,5,timestamp without time zone,YES,now(),,,
public,log_event,last_modified_by,6,character varying,YES,,50.0,,
public,log_event,last_modified_date,7,timestamp without time zone,YES,,,,
public,log_event,project_id,8,bigint,NO,,,64.0,0.0
public,log_event,request,9,text,YES,,,,
public,log_event,response,10,bytea,YES,,,,
public,mapping_rule,id,1,bigint,NO,,,64.0,0.0
public,mapping_rule,name,2,character varying,NO,,255.0,,
public,mapping_rule,entity,3,character varying,NO,,255.0,,
public,mapping_rule,target_type,4,character varying,NO,,255.0,,
public,mapping_rule,target_base_data,5,character varying,YES,,255.0,,
public,mapping_rule,target_property_id,6,bigint,YES,,,64.0,0.0
public,mapping_rule,owning_facility_id,7,bigint,NO,,,64.0,0.0
public,mapping_rule,target_unit_id,8,bigint,YES,,,64.0,0.0
public,mapping_rule_ifc_objects,mapping_rule_id,1,bigint,NO,,,64.0,0.0
public,mapping_rule_ifc_objects,ifc_objects,2,character varying,NO,,255.0,,
public,mapping_rule_model_categories,mapping_rule_id,1,bigint,NO,,,64.0,0.0
public,mapping_rule_model_categories,model_categories,2,character varying,NO,,255.0,,
public,mapping_rule_source,id,1,bigint,NO,,,64.0,0.0
public,mapping_rule_source,order_id,2,bigint,NO,,,64.0,0.0
public,mapping_rule_source,source_type,3,character varying,NO,,255.0,,
public,mapping_rule_source,source_base_data,4,character varying,YES,,255.0,,
public,mapping_rule_source,source_plain_text,5,character varying,YES,,255.0,,
public,mapping_rule_source,source_property_id,6,bigint,YES,,,64.0,0.0
public,mapping_rule_source,rule_id,7,bigint,NO,,,64.0,0.0
public,material,id,1,bigint,NO,nextval('material_id_seq'::regclass),,64.0,0.0
public,material,name,2,character varying,NO,,255.0,,
public,material,category,3,character varying,YES,,255.0,,
public,material,volume,4,numeric,YES,,,,
public,material,weight,5,numeric,YES,,,,
public,material,area,6,numeric,YES,,,,
public,material,volume_unit_id,7,bigint,YES,,,64.0,0.0
public,material,weight_unit_id,8,bigint,YES,,,64.0,0.0
public,material,area_unit_id,9,bigint,YES,,,64.0,0.0
public,material,owning_facility_id,10,bigint,NO,,,64.0,0.0
public,material,component_id,11,bigint,NO,,,64.0,0.0
public,material,created_by_user,12,character varying,YES,,50.0,,
public,material,created_date,13,timestamp without time zone,YES,now(),,,
public,material,last_modified_by,14,character varying,YES,,50.0,,
public,material,last_modified_date,15,timestamp without time zone,YES,,,,
public,material,model_id,16,bigint,YES,,,64.0,0.0
public,mdt_pset_category,id,1,bigint,NO,,,64.0,0.0
public,mdt_pset_category,category,2,character varying,NO,,255.0,,
public,mdt_pset_category,description,3,character varying,YES,,255.0,,
public,model,id,1,bigint,NO,nextval('model_id_seq'::regclass),,64.0,0.0
public,model,name,2,character varying,NO,,255.0,,
public,model,model_type,3,character varying,NO,,255.0,,
public,model,category,4,character varying,YES,,255.0,,
public,model,owning_facility_id,5,bigint,YES,,,64.0,0.0
public,model,model_information_guid,6,character varying,YES,,255.0,,
public,model,model_three_d_guid,7,character varying,YES,,255.0,,
public,model,model_material_guid,8,character varying,YES,,255.0,,
public,model,created_by_user,9,character varying,YES,,50.0,,
public,model,created_date,10,timestamp without time zone,YES,now(),,,
public,model,last_modified_by,11,character varying,YES,,50.0,,
public,model,last_modified_date,12,timestamp without time zone,YES,,,,
public,model,ifc_version,13,character varying,NO,'INDIVIDUAL'::character varying,255.0,,
public,model,is_favorite,14,boolean,NO,false,,,
public,model,position_x,15,numeric,YES,,,22.0,11.0
public,model,position_y,16,numeric,YES,,,22.0,11.0
public,model,position_z,17,numeric,YES,,,22.0,11.0
public,model,rotation_x,18,numeric,YES,,,22.0,12.0
public,model,rotation_y,19,numeric,YES,,,22.0,12.0
public,model,rotation_z,20,numeric,YES,,,22.0,12.0
public,model,scale,21,numeric,YES,,,22.0,12.0
public,model,geo_reference_type,22,character varying,NO,'LOCAL'::character varying,255.0,,
public,model,origin_x,23,numeric,YES,,,22.0,11.0
public,model,origin_y,24,numeric,YES,,,22.0,11.0
public,model,origin_z,25,numeric,YES,,,22.0,11.0
public,model,export_mapping_guid,26,character varying,YES,,255.0,,
public,model_floors,models_id,1,bigint,NO,,,64.0,0.0
public,model_floors,floors_id,2,bigint,NO,,,64.0,0.0
public,model_import,id,1,bigint,NO,,,64.0,0.0
public,model_import,name,2,character varying,YES,,255.0,,
public,model_import,model_information_guid,3,character varying,YES,,255.0,,
public,model_import,model_3_d_guid,4,character varying,YES,,255.0,,
public,model_import,model_material_guid,5,character varying,YES,,255.0,,
public,model_import,model_id,6,bigint,NO,,,64.0,0.0
public,model_import,created_by_user,7,character varying,YES,,50.0,,
public,model_import,created_date,8,timestamp without time zone,YES,now(),,,
public,model_import,last_modified_by,9,character varying,YES,,50.0,,
public,model_import,last_modified_date,10,timestamp without time zone,YES,,,,
public,notification_setting,id,1,bigint,NO,,,64.0,0.0
public,notification_setting,email,2,character varying,NO,,255.0,,
public,notification_setting,notification_status,3,character varying,NO,,255.0,,
public,notification_setting,project_id,4,bigint,YES,,,64.0,0.0
public,open_cde_document,id,1,bigint,NO,,,64.0,0.0
public,open_cde_document,document_id,2,bigint,NO,,,64.0,0.0
public,open_cde_document,name,3,character varying,NO,,255.0,,
public,open_cde_document,guid,4,character varying,NO,,255.0,,
public,open_cde_document,is_selected,5,boolean,NO,,,,
public,open_cde_document,document_selection_id,6,bigint,NO,,,64.0,0.0
public,open_cde_document_selection,id,1,bigint,NO,,,64.0,0.0
public,open_cde_document_selection,selection_session,2,character varying,NO,,255.0,,
public,open_cde_document_selection,expires_on,3,timestamp without time zone,NO,,,,
public,open_cde_document_selection,is_closed,4,boolean,NO,,,,
public,open_cde_document_selection,callback_url,5,character varying,NO,,255.0,,
public,open_cde_document_selection,owning_facility_id,6,bigint,NO,,,64.0,0.0
public,open_cde_file,id,1,bigint,NO,,,64.0,0.0
public,open_cde_file,title,2,character varying,YES,,255.0,,
public,open_cde_file,name,3,character varying,YES,,255.0,,
public,open_cde_file,guid,4,character varying,NO,,255.0,,
public,open_cde_file,document_id,5,bigint,YES,,,64.0,0.0
public,open_cde_file,file_upload_id,6,bigint,NO,,,64.0,0.0
public,open_cde_file_upload,id,1,bigint,NO,,,64.0,0.0
public,open_cde_file_upload,upload_session,2,character varying,NO,,255.0,,
public,open_cde_file_upload,expires_on,3,timestamp without time zone,NO,,,,
public,open_cde_file_upload,callback_url,4,character varying,NO,,255.0,,
public,open_cde_file_upload,owning_facility_id,5,bigint,NO,,,64.0,0.0
public,open_cde_supported_file_extensions,open_cde_document_selection_id,1,bigint,NO,,,64.0,0.0
public,open_cde_supported_file_extensions,supported_file_extension,2,character varying,NO,,255.0,,
public,pg_stat_statements,userid,1,oid,YES,,,,
public,pg_stat_statements,dbid,2,oid,YES,,,,
public,pg_stat_statements,toplevel,3,boolean,YES,,,,
public,pg_stat_statements,queryid,4,bigint,YES,,,64.0,0.0
public,pg_stat_statements,query,5,text,YES,,,,
public,pg_stat_statements,plans,6,bigint,YES,,,64.0,0.0
public,pg_stat_statements,total_plan_time,7,double precision,YES,,,53.0,
public,pg_stat_statements,min_plan_time,8,double precision,YES,,,53.0,
public,pg_stat_statements,max_plan_time,9,double precision,YES,,,53.0,
public,pg_stat_statements,mean_plan_time,10,double precision,YES,,,53.0,
public,pg_stat_statements,stddev_plan_time,11,double precision,YES,,,53.0,
public,pg_stat_statements,calls,12,bigint,YES,,,64.0,0.0
public,pg_stat_statements,total_exec_time,13,double precision,YES,,,53.0,
public,pg_stat_statements,min_exec_time,14,double precision,YES,,,53.0,
public,pg_stat_statements,max_exec_time,15,double precision,YES,,,53.0,
public,pg_stat_statements,mean_exec_time,16,double precision,YES,,,53.0,
public,pg_stat_statements,stddev_exec_time,17,double precision,YES,,,53.0,
public,pg_stat_statements,rows,18,bigint,YES,,,64.0,0.0
public,pg_stat_statements,shared_blks_hit,19,bigint,YES,,,64.0,0.0
public,pg_stat_statements,shared_blks_read,20,bigint,YES,,,64.0,0.0
public,pg_stat_statements,shared_blks_dirtied,21,bigint,YES,,,64.0,0.0
public,pg_stat_statements,shared_blks_written,22,bigint,YES,,,64.0,0.0
public,pg_stat_statements,local_blks_hit,23,bigint,YES,,,64.0,0.0
public,pg_stat_statements,local_blks_read,24,bigint,YES,,,64.0,0.0
public,pg_stat_statements,local_blks_dirtied,25,bigint,YES,,,64.0,0.0
public,pg_stat_statements,local_blks_written,26,bigint,YES,,,64.0,0.0
public,pg_stat_statements,temp_blks_read,27,bigint,YES,,,64.0,0.0
public,pg_stat_statements,temp_blks_written,28,bigint,YES,,,64.0,0.0
public,pg_stat_statements,blk_read_time,29,double precision,YES,,,53.0,
public,pg_stat_statements,blk_write_time,30,double precision,YES,,,53.0,
public,pg_stat_statements,temp_blk_read_time,31,double precision,YES,,,53.0,
public,pg_stat_statements,temp_blk_write_time,32,double precision,YES,,,53.0,
public,pg_stat_statements,wal_records,33,bigint,YES,,,64.0,0.0
public,pg_stat_statements,wal_fpi,34,bigint,YES,,,64.0,0.0
public,pg_stat_statements,wal_bytes,35,numeric,YES,,,,
public,pg_stat_statements,jit_functions,36,bigint,YES,,,64.0,0.0
public,pg_stat_statements,jit_generation_time,37,double precision,YES,,,53.0,
public,pg_stat_statements,jit_inlining_count,38,bigint,YES,,,64.0,0.0
public,pg_stat_statements,jit_inlining_time,39,double precision,YES,,,53.0,
public,pg_stat_statements,jit_optimization_count,40,bigint,YES,,,64.0,0.0
public,pg_stat_statements,jit_optimization_time,41,double precision,YES,,,53.0,
public,pg_stat_statements,jit_emission_count,42,bigint,YES,,,64.0,0.0
public,pg_stat_statements,jit_emission_time,43,double precision,YES,,,53.0,
public,pg_stat_statements_info,dealloc,1,bigint,YES,,,64.0,0.0
public,pg_stat_statements_info,stats_reset,2,timestamp with time zone,YES,,,,
public,pick_list,id,1,bigint,NO,,,64.0,0.0
public,pick_list,name,2,character varying,NO,,255.0,,
public,pick_list,pick_list_type,3,character varying,NO,,255.0,,
public,pick_list,project_id,4,bigint,YES,,,64.0,0.0
public,pick_list_value,id,1,bigint,NO,,,64.0,0.0
public,pick_list_value,jhi_value,2,text,NO,,,,
public,pick_list_value,definition,3,text,YES,,,,
public,pick_list_value,ifd_guid,4,character varying,YES,,255.0,,
public,pick_list_value,pick_list_id,5,bigint,NO,,,64.0,0.0
public,pick_list_value_idp_ifc_object,idp_ifc_object_id,1,bigint,NO,,,64.0,0.0
public,pick_list_value_idp_ifc_object,pick_list_value_id,2,bigint,NO,,,64.0,0.0
public,project,id,1,bigint,NO,,,64.0,0.0
public,project,name,2,character varying,NO,,255.0,,
public,project,project_type,3,character varying,NO,,255.0,,
public,project,information_id,4,bigint,YES,,,64.0,0.0
public,project,template_id,5,bigint,YES,,,64.0,0.0
public,project,show_info_progress,6,boolean,NO,true,,,
public,project,embedded_url,7,character varying,YES,,255.0,,
public,project,is_material_enabled,8,boolean,NO,false,,,
public,project,is_quick_start_shown,9,boolean,NO,true,,,
public,project,country,10,character varying,YES,,255.0,,
public,project,state,11,character varying,YES,,255.0,,
public,project,bim_collab_url,12,character varying,YES,,255.0,,
public,project,city,13,character varying,YES,,255.0,,
public,project,zip_code,14,character varying,YES,,255.0,,
public,project,street,15,character varying,YES,,255.0,,
public,project,address_supplement_1,16,character varying,YES,,255.0,,
public,project,address_supplement_2,17,character varying,YES,,255.0,,
public,project,longitude,18,double precision,YES,,,53.0,
public,project,latitude,19,double precision,YES,,,53.0,
public,project,image_guid,20,character varying,YES,,255.0,,
public,project,viewpoint_guid,21,character varying,YES,NULL::character varying,255.0,,
public,project,identifier,22,character varying,YES,,255.0,,
public,project_acl,id,1,bigint,NO,,,64.0,0.0
public,project_acl,jhi_role,2,character varying,NO,,255.0,,
public,project_acl,project_id,3,bigint,YES,,,64.0,0.0
public,project_acl,user_id,4,bigint,YES,,,64.0,0.0
public,project_config_entity,id,1,bigint,NO,nextval('project_config_entity_id_seq'::regclass),,64.0,0.0
public,project_config_entity,jhi_type,2,character varying,YES,,255.0,,
public,project_config_entity,is_active,3,boolean,NO,,,,
public,project_config_entity,project_id,4,bigint,NO,,,64.0,0.0
public,project_config_entity_element,id,1,bigint,NO,nextval('project_config_entity_element_id_seq'::regclass),,64.0,0.0
public,project_config_entity_element,jhi_type,2,character varying,YES,,255.0,,
public,project_config_entity_element,is_active,3,boolean,NO,,,,
public,project_config_entity_element,root_id,4,bigint,NO,,,64.0,0.0
public,project_config_entity_t_column,id,1,bigint,NO,nextval('project_config_entity_t_column_id_seq'::regclass),,64.0,0.0
public,project_config_entity_t_column,jhi_column,2,character varying,YES,,255.0,,
public,project_config_entity_t_column,is_active,3,boolean,YES,,,,
public,project_config_entity_t_column,root_id,4,bigint,NO,,,64.0,0.0
public,project_config_entity_t_column,order_id,5,bigint,YES,,,64.0,0.0
public,project_user_group,id,1,bigint,NO,,,64.0,0.0
public,project_user_group,project_id,2,bigint,NO,,,64.0,0.0
public,project_user_group,user_group_id,3,bigint,NO,,,64.0,0.0
public,project_user_group_project_roles,project_user_group_id,1,bigint,NO,,,64.0,0.0
public,project_user_group_project_roles,project_role,2,character varying,NO,,255.0,,
public,property,id,1,bigint,NO,,,64.0,0.0
public,property,name,2,character varying,NO,,255.0,,
public,property,data_type,3,character varying,NO,,255.0,,
public,property,ifc_data_type,4,character varying,YES,,255.0,,
public,property,type_property,5,character varying,YES,,255.0,,
public,property,measure_type,6,character varying,YES,,255.0,,
public,property,created_on,7,timestamp without time zone,YES,,,,
public,property,property_group_identifier,8,character varying,YES,,255.0,,
public,property,lower_bound_value,9,character varying,YES,,255.0,,
public,property,upper_bound_value,10,character varying,YES,,255.0,,
public,property,guid,11,character varying,YES,,255.0,,
public,property,library_name,12,character varying,YES,,255.0,,
public,property,ref_type,13,character varying,YES,,255.0,,
public,property,sectionref,14,character varying,YES,,255.0,,
public,property,url,15,character varying,YES,,255.0,,
public,property,date_of_activation,16,timestamp without time zone,YES,,,,
public,property,date_of_creation,17,timestamp without time zone,YES,,,,
public,property,date_of_deactivation,18,timestamp without time zone,YES,,,,
public,property,date_of_last_change,19,timestamp without time zone,YES,,,,
public,property,date_of_revision,20,timestamp without time zone,YES,,,,
public,property,date_of_version,21,timestamp without time zone,YES,,,,
public,property,language_of_creator,22,character varying,YES,,255.0,,
public,property,revision_number,23,integer,YES,,,32.0,0.0
public,property,status,24,character varying,YES,,255.0,,
public,property,version_number,25,integer,YES,,,32.0,0.0
public,property,expression,26,character varying,YES,,255.0,,
public,property,defining_values_id,27,bigint,YES,,,64.0,0.0
public,property,defined_values_id,28,bigint,YES,,,64.0,0.0
public,property,pick_list_id,29,bigint,YES,,,64.0,0.0
public,property,unit_type_id,30,bigint,YES,,,64.0,0.0
public,property,dictionary_reference_id,31,bigint,YES,,,64.0,0.0
public,property,property_set_id,32,bigint,NO,,,64.0,0.0
public,property,description_txt,33,text,YES,,,,
public,property_set,id,1,bigint,NO,,,64.0,0.0
public,property_set,name,2,character varying,NO,,255.0,,
public,property_set,legacy_guid,3,character varying,YES,,255.0,,
public,property_set,created_on,4,timestamp without time zone,YES,,,,
public,property_set,is_default,5,boolean,NO,,,,
public,property_set,ifc_version,6,character varying,YES,,255.0,,
public,property_set,ifc_version_schema,7,character varying,YES,,255.0,,
public,property_set,project_id,8,bigint,YES,,,64.0,0.0
public,property_set,dictionary_reference_id,9,bigint,YES,,,64.0,0.0
public,property_set,definition_txt,10,text,YES,,,,
public,property_set,is_favorite,11,boolean,NO,false,,,
public,property_set_ifc_objects,ifc_objects_id,1,bigint,NO,,,64.0,0.0
public,property_set_ifc_objects,property_sets_id,2,bigint,NO,,,64.0,0.0
public,qr_code,id,1,bigint,NO,nextval('qr_code_id_seq'::regclass),,64.0,0.0
public,qr_code,name,2,character varying,YES,,255.0,,
public,qr_code,authentication,3,character varying,YES,,255.0,,
public,qr_code,jhi_type,4,character varying,YES,,255.0,,
public,qr_code,is_installed,5,boolean,YES,,,,
public,qr_code,physical_object_id,6,bigint,YES,,,64.0,0.0
public,qr_code,physical_object_type,7,character varying,YES,,255.0,,
public,qr_code,virtual_object_id,8,bigint,YES,,,64.0,0.0
public,qr_code,virtual_object_type,9,character varying,YES,,255.0,,
public,qr_code,project_id,10,bigint,YES,,,64.0,0.0
public,qr_code,qr_code_url_txt,11,text,YES,,,,
public,resource,id,1,bigint,NO,,,64.0,0.0
public,resource,name,2,character varying,NO,,255.0,,
public,resource,created_on,3,timestamp without time zone,YES,,,,
public,resource,category,4,character varying,YES,,255.0,,
public,resource,ext_system,5,character varying,YES,,255.0,,
public,resource,ext_object,6,character varying,YES,,255.0,,
public,resource,ext_identifier,7,character varying,YES,,255.0,,
public,resource,image_guid,8,character varying,YES,,255.0,,
public,resource,owning_facility_id,9,bigint,NO,,,64.0,0.0
public,resource,created_by_id,10,bigint,YES,,,64.0,0.0
public,resource,created_by_user,11,character varying,YES,,50.0,,
public,resource,created_date,12,timestamp without time zone,YES,now(),,,
public,resource,last_modified_by,13,character varying,YES,,50.0,,
public,resource,last_modified_date,14,timestamp without time zone,YES,,,,
public,resource,jhi_version,15,bigint,YES,,,64.0,0.0
public,resource,system_id,16,bigint,YES,,,64.0,0.0
public,resource,predefined_type,17,character varying,YES,,255.0,,
public,resource,model_id,18,bigint,YES,,,64.0,0.0
public,resource,description_txt,19,text,YES,,,,
public,resource_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,resource_attributes,resources_id,2,bigint,NO,,,64.0,0.0
public,resource_attributes_aud,resources_id,1,bigint,NO,,,64.0,0.0
public,resource_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
